OrderType,OrderItemName,Quantity,Price,ShipmentAddress,ZipCode
E,Tangerine,64,0.45,419-1622 Cum Street,898697
E,Toasted Coconut,130,3.11,"4410 Ullamcorper, Road",ZQ2 5YS
E,Black Walnut,160,6.18,2826 Dictum. Road,S1C 5J7
E,Honey,158,3.82,"P.O. Box 193, 7780 Neque. Avenue",57074-857
E,Quinine,22,7.90,"976-4535 Quis, Rd.",927285
E,Mixed Berry,177,0.89,425-3639 Tempor Street,6498
E,Flan,45,2.21,Ap #414-1084 Cras Ave,1246 HU
E,Irish Whiskey,188,8.52,"646-5786 At, Road",9288
E,Cinnamon,195,4.84,803-3873 Nibh Avenue,0847
E,Pumpkin Pie,143,8.25,"P.O. Box 346, 6157 Netus St.",1029
E,Anise,145,9.01,8037 Vel Rd.,48431
E,Butter Rum,165,7.41,170 Elit. Road,9785
E,Wild Cherry Cream,32,4.35,6007 Sagittis St.,8665
E,Tutti Frutti,124,0.59,456-1820 Erat. Avenue,6599 WE
E,Cherry Cola,49,8.81,9656 Mauris Avenue,91220
E,Fruit Punch,191,7.85,5161 Ac Rd.,02438
E,Graham Cracker,26,4.90,"P.O. Box 761, 4189 Penatibus Street",28067-597
E,Kettle Corn,30,9.91,"800 Eget, Avenue",20210
E,Vanilla,130,8.28,"P.O. Box 964, 7774 Velit St.",6919
E,Lime,185,7.13,"P.O. Box 265, 6861 Mi Avenue",7467
E,Blue Raspberry,124,1.55,605-8510 Primis St.,07622
E,Apple,196,8.00,Ap #613-3144 Vestibulum Road,70405
E,White Chocolate,10,1.52,6196 Arcu Road,ZV76 7TK
E,Bacon,24,8.36,Ap #498-4243 Nisi. Ave,5083
E,Flan,180,0.32,1829 Semper Avenue,16712
E,Prickly Pear,109,2.89,"P.O. Box 466, 2071 Mauris, Road",90730
E,Peanut,102,6.44,Ap #660-2157 Aliquet Road,2495
E,Raspberry Ginger Ale,178,2.17,Ap #687-1059 Nam Street,AB3H 4IS
E,Butter Rum,15,5.00,223-2713 Fusce Rd.,76943
E,Candy Corn,103,7.01,4116 Ipsum. Street,42146
E,Black Licorice,26,7.88,Ap #722-6823 Nulla St.,087008
E,Cherry,33,5.94,"P.O. Box 158, 1995 Cursus, Street",74664
E,Butter Rum,115,7.83,172-917 Penatibus St.,21374
E,Amaretto,61,2.30,"506-5313 Elit, St.",0024 VF
E,Pumpkin Pie,13,3.19,"P.O. Box 395, 5258 Purus. Avenue",8916
E,Watermelon,143,6.07,Ap #113-2600 Fusce Av.,4717
E,Cinnamon Roll,135,8.77,"P.O. Box 276, 9833 Euismod Rd.",50913
E,Chocolate Mint,190,7.12,517-2483 Semper. Ave,952913
E,Long Island Tea,57,9.81,"P.O. Box 978, 5121 Tempus Road",58937
E,Amaretto,157,5.59,"Ap #902-8870 Congue, Rd.",61912
E,Horchata,138,8.21,"P.O. Box 544, 344 Lorem Road",533565
E,Mango Orange Pineapple,101,1.42,"P.O. Box 277, 1348 Ut Av.",084542
E,Butter,12,3.00,Ap #805-420 Cursus St.,61914
E,Cookie Dough,162,7.40,9220 Tempus Rd.,3219 NT
E,Plum,152,2.66,957-595 Sed St.,4513
E,Caramel Cream,113,1.86,7777 Interdum. Road,3155
E,Cinnamon,39,4.16,"P.O. Box 616, 5444 Non Road",1345 PS
E,Lemon Custard,27,9.84,Ap #304-7629 Nunc Ave,810231
E,Gingersnap,113,3.03,Ap #746-3701 Arcu. St.,711505
E,Chocolate,196,7.25,Ap #282-6400 Tristique Street,7681
E,Mojito,196,0.78,6070 Commodo Rd.,48410
E,Blueberry,151,0.39,Ap #116-5013 Sed St.,12984
E,Mixed Berry,47,1.04,149-2143 Metus. St.,03066-885
E,Butterscotch,155,0.00,"P.O. Box 160, 9944 Arcu. Street",63135
E,Spice,83,9.05,"628-9145 Vitae, Avenue",1580
E,Punch,117,2.38,386-6620 At Road,72124
E,Butter,124,9.67,128-2240 Dolor St.,80547
E,Ginger Lime,17,0.60,"Ap #714-3626 Eget, Road",40795
E,Elderberry,23,3.74,"5567 Rutrum, St.",4401
E,Pink Lemonade,35,9.22,886-2099 Senectus St.,2268
E,Sassafras,32,7.64,Ap #318-336 Dui. Street,88238
E,Candy Corn,45,9.19,"806-2737 Sed, Street",40912
E,Pecan Roll,72,0.15,Ap #677-8160 Odio. Rd.,63360
E,Caramel,31,8.08,999-4423 Mi. Rd.,63735
E,Bourbon,127,9.64,864 Egestas. Rd.,39271
E,Chocolate,95,9.48,Ap #518-8308 Lacus St.,6840 KV
E,Banana,101,7.57,541-3580 Facilisis Ave,46793
E,Grand Mariner,81,1.15,2896 Massa Rd.,6904
E,Cherry,74,3.77,"P.O. Box 281, 6636 Sagittis Ave",104026
E,Long Island Tea,25,8.21,"P.O. Box 268, 7719 Enim Rd.",95879
E,Chocolate Mint,60,1.06,1243 Orci Rd.,11319
E,Lemon Custard,51,4.85,2241 Turpis St.,8294
E,Lemon Lime,108,1.38,137-7980 Arcu. Rd.,573937
E,Pink Lemonade,170,4.28,"P.O. Box 933, 4865 Libero St.",85248
E,Birch Beer,135,3.11,"Ap #610-7644 Auctor, St.",67678
E,Long Island Tea,86,5.29,630-7027 Leo. Avenue,60-763
E,Toasted Coconut,45,9.40,"P.O. Box 180, 5750 Neque Rd.",263261
E,Toasted Coconut,165,6.32,"P.O. Box 960, 6380 Massa. St.",6579
E,Orange Mandarin,92,9.81,Ap #615-4730 Aenean St.,5296
E,Orange Mango,80,6.71,Ap #865-3810 Ac St.,1253
E,Blackberry,40,5.34,Ap #503-8361 Arcu. Road,97170
E,Butter Pecan,34,8.46,"P.O. Box 347, 8491 Dui Road",94-160
E,Blackberry,54,4.50,3201 Tempor St.,84401
E,Pistachio,120,0.81,439-8025 Rhoncus. St.,54146
E,Coffee,94,5.33,"536-9303 Ullamcorper, St.",600510
E,Lemon Custard,114,1.09,"950-9963 Dolor, Av.",43687
E,Raspberry,50,1.37,1587 Pharetra Avenue,660459
E,Lemon Bar,55,2.01,515-1996 Dictum Av.,A2G 9N6
E,Fenugreek,178,3.10,Ap #222-7369 Donec Rd.,15111
E,Sassafras,36,1.83,"P.O. Box 645, 2473 Suspendisse Av.",73818
E,Black Licorice,97,6.99,618-9723 Metus. Road,BE1 6YC
E,Cake Batter,56,7.36,Ap #498-150 Dolor. Ave,7368 JH
E,Lemon Bar,60,6.66,943-5423 Volutpat Avenue,82941
E,Raspberry Ginger Ale,110,3.31,Ap #969-1620 Curabitur Avenue,7034
E,Orange Mandarin,157,1.55,7487 Euismod Street,12976
E,Elderberry,65,2.84,"P.O. Box 440, 3983 Blandit Road",2273
E,Graham Cracker,87,4.30,5721 Euismod Av.,MO6 7CV
E,Vanilla,29,6.43,162-8955 Erat St.,37618
E,Root Beer,32,9.08,"P.O. Box 619, 4125 Nisi. St.",M7W 3G3
E,Watermelon,141,6.29,Ap #708-9644 Turpis Rd.,46-563
E,Cherry,36,3.35,456-9547 Ac Avenue,294880
E,Quinine,155,2.44,Ap #571-5147 Mollis St.,4440
E,Orange Cream,132,6.96,9508 Pretium Av.,62239
E,Bubble Gum,112,7.23,221-5981 Cursus. Ave,4178
E,Flan,23,4.07,"P.O. Box 957, 8856 Fusce St.",50203
E,Honey,180,4.63,766-1013 Lacinia Rd.,46046
E,Coconut,147,0.83,977-4959 Est Street,7660
E,Lime,185,4.86,"122-9458 Erat, St.",56657
E,Pear,159,4.91,Ap #489-412 Egestas. Avenue,08859-301
E,Tropical Punch,26,3.29,120-230 Molestie Rd.,6805
E,Spearmint,72,7.98,Ap #121-8464 Risus St.,1056
E,Wild Cherry Cream,19,0.80,"P.O. Box 423, 4621 Nunc Ave",14595
E,Blueberry,82,5.43,7198 Eu Rd.,U94 5XC
E,Passion Fruit,54,5.75,Ap #291-8378 Suspendisse Ave,7392
E,Pineapple,103,3.09,7980 Et Street,3132
E,Chocolate Mint,129,6.27,"P.O. Box 336, 5352 Nullam St.",67485
E,Marshmallow,48,8.88,"P.O. Box 946, 7328 Magnis Av.",91907
E,Candy Corn,50,2.70,8232 Mauris Street,30-169
E,Butter Almond,149,2.41,914-4397 Arcu. Street,76-926
E,Tutti Frutti,178,2.12,455-5889 Velit St.,9195 NY
E,Malted Milk,197,3.01,308-3396 Cum Rd.,87307
E,Grapefruit,70,4.41,Ap #895-5532 Diam. St.,3490
E,Caramel,33,5.15,Ap #916-480 Ullamcorper St.,6366
E,Mocha,15,0.38,"P.O. Box 685, 6306 In St.",35936
E,Plantation Punch,134,0.95,"P.O. Box 606, 9065 Sed St.",40140
E,Apricot,186,1.19,"P.O. Box 710, 7787 At Ave",K8T 3W0
E,Egg Nog,46,8.17,7191 Aenean Avenue,18397-985
E,Butter,195,6.79,776-754 Nascetur Av.,522048
E,Hazelnut,34,4.13,"P.O. Box 747, 6877 Amet Street",964125
E,Pumpkin Pie,81,1.52,485-5635 Eget Rd.,4072
E,Mocha,186,7.41,6493 In St.,95671
E,Coconut,19,0.14,Ap #810-1585 Nunc Road,86-822
E,Kiwi,47,5.77,3687 Sem Street,C7W 4J1
E,Orange Mandarin,117,6.29,3305 Tellus. Road,97958
E,Grand Mariner,60,1.63,6077 Proin St.,89901
E,Watermelon,28,3.57,Ap #140-4429 Magnis Rd.,0830
E,Fruit Punch,159,5.22,"P.O. Box 401, 7637 Eu Rd.",53787
E,Bacon,127,4.46,152-801 Nec Av.,3306 BS
E,Creme de Menthe,80,9.37,Ap #824-6010 Vehicula Street,7622
E,Mango Orange Pineapple,191,1.36,"P.O. Box 829, 6082 Vehicula. St.",377872
E,Black Currant,159,8.70,667-721 Lorem Ave,4661
E,Almond,172,6.02,7536 Purus Av.,8442 DL
E,Rum,12,1.98,676-4859 Convallis Rd.,6711 GM
E,Cherry Cola,120,8.28,Ap #185-2666 Dui Rd.,18-187
E,Carrot Cake,63,6.44,917-8690 Feugiat Avenue,9844
E,Flan,108,0.49,Ap #723-523 Ultricies St.,62964-965
E,Orange,28,9.67,7700 Consectetuer St.,T9K 9X0
E,Fenugreek,32,8.18,312-8033 Lorem Road,68243
E,Watermelon,124,5.62,2974 Nisl. St.,73755
E,Cake Batter,67,5.21,"P.O. Box 839, 5416 Porttitor Street",19-341
E,Black Cherry,92,0.24,Ap #696-9183 Et Road,43103
E,Mixed Berry,44,4.85,Ap #973-7663 Hendrerit Avenue,78430
E,Pineapple,46,8.45,"P.O. Box 547, 5346 Non St.",497478
E,Black Currant,59,7.95,7748 Aliquet. Street,06686-667
E,Macadamia Nut,183,9.48,Ap #340-4588 Natoque Rd.,42786
E,Coffee,85,2.64,3136 Vivamus St.,4373 LH
E,Raspberry,155,6.00,8946 Ut St.,240813
E,Gingersnap,41,0.30,"P.O. Box 247, 9500 Eget St.",765109
E,Orange,188,0.89,"P.O. Box 710, 8022 Ultrices Rd.",35967
E,Elderberry,121,5.26,361-1117 Sit Rd.,7209
E,Berry Cola,135,0.31,Ap #998-5481 Nibh. St.,527517
E,Lime,154,0.39,Ap #480-5365 Penatibus Rd.,06631-926
E,White Chocolate,134,1.30,737 Velit Rd.,50964
E,Irish Cream,11,3.30,Ap #597-2199 Ipsum Av.,95016
E,Peppermint,63,6.92,"P.O. Box 637, 1040 Fringilla Rd.",02366
E,Caramel Cream,102,3.82,"P.O. Box 777, 9661 Lobortis Street",690518
E,Butter Toffee,161,3.78,2553 Risus. Ave,761635
E,Carmel Apple,112,4.92,Ap #230-293 Sem. Road,947006
E,Cinnamon,38,0.07,"P.O. Box 720, 624 Blandit Av.",18-994
E,White Chocolate,170,2.74,"P.O. Box 180, 1028 Cras St.",09337-394
E,Coffee,140,4.14,657-2402 Sem Rd.,K49 1ZL
E,Apple,161,6.33,7364 Sed St.,34453
E,Orange Cream,154,8.24,Ap #340-3371 Facilisis Avenue,R0G 3E9
E,Mango Orange Pineapple,29,8.20,526 Fusce Road,14042-894
E,Doughnut,186,6.19,Ap #548-7738 Ante. Rd.,57725
E,Mango,154,7.58,638-5849 Aenean St.,917318
E,Carmel Apple,94,1.20,857-6713 Curabitur Street,30091
E,Rock and Rye,199,4.56,Ap #686-426 Enim Rd.,99075
E,Orange Cream,35,1.74,Ap #475-4868 Cras Ave,3293
E,Tart Lemon,62,4.82,"P.O. Box 638, 9677 Convallis Road",18858
E,Rum,61,4.48,"P.O. Box 745, 4399 Neque Street",58-636
E,Irish Cream,40,3.32,605-3043 Faucibus. Av.,41608
E,Maple,118,0.45,329-6600 Vivamus St.,30774
E,Grand Mariner,169,4.88,"P.O. Box 252, 3637 Dui Ave",6137
E,Honey,186,9.62,600 Non St.,750442
E,Butter Rum,96,1.00,Ap #810-2955 Sit Av.,25091
E,Tropical Punch,110,2.78,4660 Sit Av.,5165
E,Lemon Lime,78,4.65,1313 Aenean Street,44645
E,Apple,131,4.88,"Ap #255-1775 Est, Avenue",69773-309
E,Spearmint,26,4.69,Ap #866-7011 Sagittis. Street,5702
E,Mocha Irish Cream,168,4.30,"P.O. Box 511, 4483 Ornare Rd.",C5X 6L8
